Stat-Xplore

"Population Estimates"
"National - Regional - LAs by Year by Age"
"Counting: Population"

Filters:
"Default Summation","Population"
"Age","5-9"

"Measures","Age","National - Regional - LAs","Year","Count",
"Population","5-9","E06000047","Mid-2019",30272
"Population","5-9","E06000047","Mid-2020",29949
"Population","5-9","E06000005","Mid-2019",6592
"Population","5-9","E06000005","Mid-2020",6509
"Population","5-9","E06000001","Mid-2019",5923
"Population","5-9","E06000001","Mid-2020",5774
"Population","5-9","E06000002","Mid-2019",9777
"Population","5-9","E06000002","Mid-2020",9840
"Population","5-9","E06000057","Mid-2019",16890
"Population","5-9","E06000057","Mid-2020",16606
"Population","5-9","E06000003","Mid-2019",8295
"Population","5-9","E06000003","Mid-2020",8289
"Population","5-9","E06000004","Mid-2019",13044
"Population","5-9","E06000004","Mid-2020",12921
"Population","5-9","E08000037","Mid-2019",11458
"Population","5-9","E08000037","Mid-2020",11378
"Population","5-9","E08000021","Mid-2019",17506
"Population","5-9","E08000021","Mid-2020",17375
"Population","5-9","E08000022","Mid-2019",12077
"Population","5-9","E08000022","Mid-2020",11928
"Population","5-9","E08000023","Mid-2019",8787
"Population","5-9","E08000023","Mid-2020",8728
"Population","5-9","E08000024","Mid-2019",16089
"Population","5-9","E08000024","Mid-2020",16080
"Population","5-9","E06000008","Mid-2019",11038
"Population","5-9","E06000008","Mid-2020",11042
"Population","5-9","E06000009","Mid-2019",8459
"Population","5-9","E06000009","Mid-2020",8510
"Population","5-9","E06000049","Mid-2019",22080
"Population","5-9","E06000049","Mid-2020",22331
"Population","5-9","E06000050","Mid-2019",20213
"Population","5-9","E06000050","Mid-2020",20338
"Population","5-9","E06000006","Mid-2019",8483
"Population","5-9","E06000006","Mid-2020",8387
"Population","5-9","E06000007","Mid-2019",13020
"Population","5-9","E06000007","Mid-2020",13001
"Population","5-9","E07000026","Mid-2019",5224
"Population","5-9","E07000026","Mid-2020",5175
"Population","5-9","E07000027","Mid-2019",3607
"Population","5-9","E07000027","Mid-2020",3706
"Population","5-9","E07000028","Mid-2019",6366
"Population","5-9","E07000028","Mid-2020",6329
"Population","5-9","E07000029","Mid-2019",3787
"Population","5-9","E07000029","Mid-2020",3752
"Population","5-9","E07000030","Mid-2019",2596
"Population","5-9","E07000030","Mid-2020",2589
"Population","5-9","E07000031","Mid-2019",4819
"Population","5-9","E07000031","Mid-2020",4745
"Population","5-9","E08000001","Mid-2019",20190
"Population","5-9","E08000001","Mid-2020",20186
"Population","5-9","E08000002","Mid-2019",12752
"Population","5-9","E08000002","Mid-2020",12541
"Population","5-9","E08000003","Mid-2019",36693
"Population","5-9","E08000003","Mid-2020",36964
"Population","5-9","E08000004","Mid-2019",17065
"Population","5-9","E08000004","Mid-2020",17033
"Population","5-9","E08000005","Mid-2019",15626
"Population","5-9","E08000005","Mid-2020",15807
"Population","5-9","E08000006","Mid-2019",17015
"Population","5-9","E08000006","Mid-2020",17194
"Population","5-9","E08000007","Mid-2019",18668
"Population","5-9","E08000007","Mid-2020",18763
"Population","5-9","E08000008","Mid-2019",15114
"Population","5-9","E08000008","Mid-2020",15068
"Population","5-9","E08000009","Mid-2019",16764
"Population","5-9","E08000009","Mid-2020",16558
"Population","5-9","E08000010","Mid-2019",19870
"Population","5-9","E08000010","Mid-2020",19827
"Population","5-9","E07000117","Mid-2019",6067
"Population","5-9","E07000117","Mid-2020",5992
"Population","5-9","E07000118","Mid-2019",7213
"Population","5-9","E07000118","Mid-2020",7218
"Population","5-9","E07000119","Mid-2019",4142
"Population","5-9","E07000119","Mid-2020",4046
"Population","5-9","E07000120","Mid-2019",5472
"Population","5-9","E07000120","Mid-2020",5477
"Population","5-9","E07000121","Mid-2019",8194
"Population","5-9","E07000121","Mid-2020",8339
"Population","5-9","E07000122","Mid-2019",6355
"Population","5-9","E07000122","Mid-2020",6341
"Population","5-9","E07000123","Mid-2019",9407
"Population","5-9","E07000123","Mid-2020",9551
"Population","5-9","E07000124","Mid-2019",3205
"Population","5-9","E07000124","Mid-2020",3223
"Population","5-9","E07000125","Mid-2019",4653
"Population","5-9","E07000125","Mid-2020",4549
"Population","5-9","E07000126","Mid-2019",6550
"Population","5-9","E07000126","Mid-2020",6538
"Population","5-9","E07000127","Mid-2019",6437
"Population","5-9","E07000127","Mid-2020",6480
"Population","5-9","E07000128","Mid-2019",5614
"Population","5-9","E07000128","Mid-2020",5647
"Population","5-9","E08000011","Mid-2019",9706
"Population","5-9","E08000011","Mid-2020",10051
"Population","5-9","E08000012","Mid-2019",28099
"Population","5-9","E08000012","Mid-2020",28725
"Population","5-9","E08000014","Mid-2019",15928
"Population","5-9","E08000014","Mid-2020",15833
"Population","5-9","E08000013","Mid-2019",10828
"Population","5-9","E08000013","Mid-2020",10701
"Population","5-9","E08000015","Mid-2019",19797
"Population","5-9","E08000015","Mid-2020",19711
"Population","5-9","E06000011","Mid-2019",18189
"Population","5-9","E06000011","Mid-2020",18262
"Population","5-9","E06000010","Mid-2019",17256
"Population","5-9","E06000010","Mid-2020",17170
"Population","5-9","E06000012","Mid-2019",10260
"Population","5-9","E06000012","Mid-2020",10122
"Population","5-9","E06000013","Mid-2019",10392
"Population","5-9","E06000013","Mid-2020",10191
"Population","5-9","E06000014","Mid-2019",10813
"Population","5-9","E06000014","Mid-2020",10724
"Population","5-9","E07000163","Mid-2019",2856
"Population","5-9","E07000163","Mid-2020",2813
"Population","5-9","E07000164","Mid-2019",4839
"Population","5-9","E07000164","Mid-2020",4725
"Population","5-9","E07000165","Mid-2019",9138
"Population","5-9","E07000165","Mid-2020",9004
"Population","5-9","E07000166","Mid-2019",2913
"Population","5-9","E07000166","Mid-2020",2917
"Population","5-9","E07000167","Mid-2019",2785
"Population","5-9","E07000167","Mid-2020",2755
"Population","5-9","E07000168","Mid-2019",5595
"Population","5-9","E07000168","Mid-2020",5631
"Population","5-9","E07000169","Mid-2019",5369
"Population","5-9","E07000169","Mid-2020",5459
"Population","5-9","E08000016","Mid-2019",14959
"Population","5-9","E08000016","Mid-2020",15131
"Population","5-9","E08000017","Mid-2019",19491
"Population","5-9","E08000017","Mid-2020",19448
"Population","5-9","E08000018","Mid-2019",16803
"Population","5-9","E08000018","Mid-2020",16641
"Population","5-9","E08000019","Mid-2019",34000
"Population","5-9","E08000019","Mid-2020",33829
"Population","5-9","E08000032","Mid-2019",41289
"Population","5-9","E08000032","Mid-2020",41184
"Population","5-9","E08000033","Mid-2019",13588
