Stat-Xplore

"Population Estimates"
"National - Regional - LAs by Year by Age"
"Counting: Population"

Filters:
"Default Summation","Population"
"Age","10-14"

"Measures","Age","National - Regional - LAs","Year","Count",
"Population","10-14","E06000047","Mid-2019",29209
"Population","10-14","E06000047","Mid-2020",30024
"Population","10-14","E06000005","Mid-2019",6505
"Population","10-14","E06000005","Mid-2020",6674
"Population","10-14","E06000001","Mid-2019",5812
"Population","10-14","E06000001","Mid-2020",5982
"Population","10-14","E06000002","Mid-2019",8744
"Population","10-14","E06000002","Mid-2020",9031
"Population","10-14","E06000057","Mid-2019",17344
"Population","10-14","E06000057","Mid-2020",17580
"Population","10-14","E06000003","Mid-2019",7877
"Population","10-14","E06000003","Mid-2020",7990
"Population","10-14","E06000004","Mid-2019",12615
"Population","10-14","E06000004","Mid-2020",13032
"Population","10-14","E08000037","Mid-2019",11119
"Population","10-14","E08000037","Mid-2020",11327
"Population","10-14","E08000021","Mid-2019",15771
"Population","10-14","E08000021","Mid-2020",16469
"Population","10-14","E08000022","Mid-2019",11908
"Population","10-14","E08000022","Mid-2020",12162
"Population","10-14","E08000023","Mid-2019",8447
"Population","10-14","E08000023","Mid-2020",8594
"Population","10-14","E08000024","Mid-2019",15405
"Population","10-14","E08000024","Mid-2020",15738
"Population","10-14","E06000008","Mid-2019",10959
"Population","10-14","E06000008","Mid-2020",11055
"Population","10-14","E06000009","Mid-2019",7986
"Population","10-14","E06000009","Mid-2020",7944
"Population","10-14","E06000049","Mid-2019",22415
"Population","10-14","E06000049","Mid-2020",22672
"Population","10-14","E06000050","Mid-2019",19511
"Population","10-14","E06000050","Mid-2020",19672
"Population","10-14","E06000006","Mid-2019",8379
"Population","10-14","E06000006","Mid-2020",8625
"Population","10-14","E06000007","Mid-2019",12601
"Population","10-14","E06000007","Mid-2020",12721
"Population","10-14","E07000026","Mid-2019",5328
"Population","10-14","E07000026","Mid-2020",5459
"Population","10-14","E07000027","Mid-2019",3767
"Population","10-14","E07000027","Mid-2020",3718
"Population","10-14","E07000028","Mid-2019",5993
"Population","10-14","E07000028","Mid-2020",6151
"Population","10-14","E07000029","Mid-2019",3630
"Population","10-14","E07000029","Mid-2020",3748
"Population","10-14","E07000030","Mid-2019",2750
"Population","10-14","E07000030","Mid-2020",2776
"Population","10-14","E07000031","Mid-2019",5446
"Population","10-14","E07000031","Mid-2020",5429
"Population","10-14","E08000001","Mid-2019",18785
"Population","10-14","E08000001","Mid-2020",19343
"Population","10-14","E08000002","Mid-2019",12190
"Population","10-14","E08000002","Mid-2020",12350
"Population","10-14","E08000003","Mid-2019",32426
"Population","10-14","E08000003","Mid-2020",33375
"Population","10-14","E08000004","Mid-2019",16655
"Population","10-14","E08000004","Mid-2020",16788
"Population","10-14","E08000005","Mid-2019",14672
"Population","10-14","E08000005","Mid-2020",15011
"Population","10-14","E08000006","Mid-2019",15068
"Population","10-14","E08000006","Mid-2020",15442
"Population","10-14","E08000007","Mid-2019",17935
"Population","10-14","E08000007","Mid-2020",18197
"Population","10-14","E08000008","Mid-2019",13735
"Population","10-14","E08000008","Mid-2020",14202
"Population","10-14","E08000009","Mid-2019",16617
"Population","10-14","E08000009","Mid-2020",16917
"Population","10-14","E08000010","Mid-2019",19834
"Population","10-14","E08000010","Mid-2020",20303
"Population","10-14","E07000117","Mid-2019",5745
"Population","10-14","E07000117","Mid-2020",5895
"Population","10-14","E07000118","Mid-2019",6977
"Population","10-14","E07000118","Mid-2020",7128
"Population","10-14","E07000119","Mid-2019",4351
"Population","10-14","E07000119","Mid-2020",4404
"Population","10-14","E07000120","Mid-2019",5219
"Population","10-14","E07000120","Mid-2020",5253
"Population","10-14","E07000121","Mid-2019",7643
"Population","10-14","E07000121","Mid-2020",7861
